		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
110000000  257  264  214  273  228  260  249  253 11.021713 0.200472 SUCCESS  96
110000010  270  233  260  263  232  252  281  266 10.363224 0.240452 SUCCESS  97
110000100  242  230  262  248  269  244  243  262  4.973131 0.760444 SUCCESS  98
110001000  258  244  287  238  256  225  276  248 12.225947 0.141404 SUCCESS  99
110001010  245  255  250  229  251  264  228  228  6.845034 0.553441 SUCCESS 100
110010000  268  250  272  276  261  236  263  246  8.226141 0.411698 SUCCESS 101
110010010  239  233  263  236  235  228  231  254  7.689188 0.464405 SUCCESS 102
110010100  227  235  248  267  264  258  243  246  5.674933 0.683591 SUCCESS 103
110011000  241  244  271  231  262  239  262  232  6.832622 0.554795 SUCCESS 104
110011010  265  251  239  237  284  259  267  256  8.604970 0.376707 SUCCESS 105
110100000  263  255  257  263  236  246  252  223  5.613778 0.690404 SUCCESS 106
110100010  206  251  243  233  249  253  242  240 10.121705 0.256588 SUCCESS 107
110100100  248  266  243  272  265  275  251  291 13.771127 0.087929 SUCCESS 108
110101000  253  253  259  241  266  259  224  241  5.270505 0.728312 SUCCESS 109
110101010  228  267  248  234  252  261  264  256  5.752251 0.674961 SUCCESS 110
110101100  293  258  221  245  283  254  225  228 20.658820 0.008111 FAILURE 111
110110000  250  240  240  262  247  311  227  248 19.064121 0.014520 SUCCESS 112
110110010  276  253  265  231  235  289  250  239 12.988000 0.112263 SUCCESS 113
110110100  253  264  249  275  240  262  231  254  6.011095 0.645989 SUCCESS 114
110111000  244  256  268  246  239  254  246  261  2.840057 0.943990 SUCCESS 115
110111010  237  223  217  240  246  248  275  266 12.356275 0.136002 SUCCESS 116
110111100  245  259  210  223  235  267  275  269 16.278376 0.038565 SUCCESS 117
111000000  256  263  203  277  223  255  248  255 16.240752 0.039061 SUCCESS 118
111000010  237  232  261  236  245  244  226  257  6.181503 0.626909 SUCCESS 119
111000100  266  231  255  247  258  237  277  242  6.940065 0.543113 SUCCESS 120
111000110  249  262  250  265  237  248  237  249  2.949568 0.937482 SUCCESS 121
111001000  243  243  245  253  264  242  264  269  3.929349 0.863441 SUCCESS 122
111001010  202  247  271  269  260  249  277  245 16.427968 0.036648 SUCCESS 123
111001100  219  268  261  240  247  237  238  253  7.595580 0.473937 SUCCESS 124
111010000  278  238  255  253  240  253  264  270  6.903604 0.547068 SUCCESS 125
111010010  234  268  260  277  253  269  263  270  9.726715 0.284733 SUCCESS 126
111010100  267  244  256  198  295  261  233  224 25.549584 0.001254 FAILURE 127
111010110  265  238  220  267  258  274  239  242  9.859758 0.275007 SUCCESS 128
111011000  250  248  247  257  285  281  256  250  9.459337 0.305039 SUCCESS 129
111011010  250  279  274  258  243  248  221  257 10.032881 0.262726 SUCCESS 130
111011100  259  281  282  256  244  234  276  252 12.729156 0.121515 SUCCESS 131
111100000  234  237  215  283  256  244  250  256 11.775879 0.161487 SUCCESS 132
111100010  249  240  231  225  272  235  255  217 12.029939 0.149873 SUCCESS 133
111100100  258  227  243  255  235  228  269  237  7.879636 0.445315 SUCCESS 134
111100110  234  269  235  249  259  250  253  264  4.672784 0.791908 SUCCESS 135
111101000  265  253  266  264  242  241  247  272  5.484356 0.704773 SUCCESS 136
111101010  237  249  248  207  284  255  227  227 17.624962 0.024221 SUCCESS 137
111101100  250  238  230  247  260  266  241  241  4.427644 0.816628 SUCCESS 138
111101110  258  247  284  245  243  243  268  249  6.943168 0.542777 SUCCESS 139
111110000  259  223  229  272  281  252  240  256 11.735152 0.163418 SUCCESS 140
111110010  255  232  258  260  255  231  259  246  4.120315 0.846108 SUCCESS 141
111110100  275  261  262  248  238  271  227  277 11.331628 0.183607 SUCCESS 142
111110110  253  271  249  256  231  270  236  245  6.079232 0.638357 SUCCESS 143
111111000  247  241  240  266  255  250  226  256  4.478327 0.811597 SUCCESS 144
111111010  256  247  276  241  255  267  240  239  5.534392 0.699227 SUCCESS 145
111111100  273  249  237  258  234  267  242  261  6.179822 0.627097 SUCCESS 146
111111110  258  241  241  264  261  278  244  254  5.710747 0.679596 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  238  248  222  254  241  250  248  240  4.680024 0.791164 SUCCESS   0
000000011  241  262  230  268  262  246  256  256  4.888962 0.769376 SUCCESS   1
000000101  273  260  226  278  254  243  243  265  9.637244 0.291415 SUCCESS   2
000000111  226  271  255  240  247  247  226  246  7.243257 0.510629 SUCCESS   3
000001001  246  251  243  238  242  278  268  232  7.058109 0.530376 SUCCESS   4
000001011  250  224  219  273  240  239  233  259 11.398602 0.180120 SUCCESS   5
000001101  217  264  209  271  256  246  254  249 14.377123 0.072450 SUCCESS   6
000001111  248  236  247  245  244  261  232  259  3.289737 0.914882 SUCCESS   7
000010001  252  248  247  241  216  270  248  262  7.453487 0.488586 SUCCESS   8
000010011  243  265  239  241  236  270  230  245  6.189648 0.625998 SUCCESS   9
000010101  243  252  229  258  265  252  269  239  5.251240 0.730417 SUCCESS  10
000010111  237  253  238  267  216  246  235  245  8.403143 0.395112 SUCCESS  11
000011001  256  282  257  271  250  242  261  265  8.120121 0.421825 SUCCESS  12
000011011  221  264  233  268  242  256  262  272  9.841010 0.276363 SUCCESS  13
000011101  241  236  276  276  254  256  228  247  8.996469 0.342594 SUCCESS  14
000011111  246  236  242  250  251  274  218  259  8.097883 0.423968 SUCCESS  15
000100011  242  222  271  219  226  258  245  225 14.634416 0.066656 SUCCESS  16
000100101  253  261  236  246  240  280  273  266  8.807313 0.358811 SUCCESS  17
000100111  250  263  251  228  254  270  223  261  7.943766 0.438982 SUCCESS  18
000101001  252  236  244  236  226  243  272  217 10.871733 0.209073 SUCCESS  19
000101011  265  246  256  247  232  261  264  247  3.874917 0.868229 SUCCESS  20
000101101  274  237  244  256  266  248  240  243  5.073463 0.749696 SUCCESS  21
000101111  235  256  213  289  227  230  231  232 19.703345 0.011519 SUCCESS  22
000110011  263  260  232  254  273  257  242  255  5.283952 0.726841 SUCCESS  23
000110101  293  222  237  261  260  232  244  230 15.648978 0.047689 SUCCESS  24
000110111  216  223  247  228  255  244  278  251 13.331402 0.100944 SUCCESS  25
000111001  234  292  265  212  248  257  236  266 17.353446 0.026632 SUCCESS  26
000111011  272  264  285  266  235  248  223  230 14.562400 0.068234 SUCCESS  27
000111101  235  243  232  239  266  230  251  272  7.691386 0.464182 SUCCESS  28
000111111  253  253  242  255  236  252  218  228  7.501196 0.483644 SUCCESS  29
001000011  257  283  246  270  251  250  279  280 13.651790 0.091305 SUCCESS  30
001000101  265  238  258  251  228  246  255  244  4.114756 0.846624 SUCCESS  31
001000111  262  259  255  230  250  242  219  245  7.028630 0.533547 SUCCESS  32
001001011  256  234  254  283  253  273  265  252  8.962335 0.345483 SUCCESS  33
001001101  251  252  236  258  230  258  265  222  7.187143 0.516583 SUCCESS  34
001001111  244  263  263  241  250  242  266  240  3.621374 0.889568 SUCCESS  35
001010011  239  255  250  246  219  252  258  236  5.732727 0.677142 SUCCESS  36
001010101  249  248  241  232  277  261  240  260  6.041608 0.642571 SUCCESS  37
001010111  244  254  250  233  239  268  255  275  5.943604 0.653549 SUCCESS  38
001011011  274  243  255  240  260  267  227  249  6.907224 0.546675 SUCCESS  39
001011101  255  252  265  234  234  256  245  245  3.523240 0.897378 SUCCESS  40
001011111  240  243  226  292  262  248  256  247 11.098255 0.196194 SUCCESS  41
001100101  224  264  253  243  245  238  236  272  7.357164 0.498633 SUCCESS  42
001100111  261  264  236  259  271  247  242  238  5.182327 0.737923 SUCCESS  43
001101011  288  225  262  264  271  219  248  214 21.144962 0.006772 FAILURE  44
001101101  251  257  274  256  242  255  259  258  3.713818 0.881977 SUCCESS  45
001101111  240  248  280  232  214  240  271  259 13.427855 0.097952 SUCCESS  46
001110101  259  252  232  226  258  246  237  259  5.436646 0.710048 SUCCESS  47
001110111  231  266  269  280  242  244  236  241  9.330949 0.315151 SUCCESS  48
001111011  257  227  223  256  266  265  268  255  8.992719 0.342911 SUCCESS  49
001111101  259  245  251  239  250  251  238  267  2.738949 0.949657 SUCCESS  50
001111111  224  262  238  242  271  261  227  237  9.461406 0.304878 SUCCESS  51
010000011  217  227  250  237  235  248  250  227 10.515531 0.230689 SUCCESS  52
010000111  267  281  250  261  266  254  260  279 10.706238 0.218906 SUCCESS  53
010001011  266  244  261  242  240  253  270  238  4.677051 0.791470 SUCCESS  54
010001111  235  243  242  253  262  245  230  242  4.048428 0.852728 SUCCESS  55
010010011  236  239  249  274  284  232  267  273 13.213487 0.104712 SUCCESS  56
010010111  253  226  253  273  257  293  255  239 13.109406 0.108140 SUCCESS  57
010011011  260  265  252  249  241  265  252  249  2.656331 0.954042 SUCCESS  58
010011111  248  253  271  252  242  246  266  264  4.101438 0.847857 SUCCESS  59
010100011  265  223  227  239  262  232  239  258  9.330949 0.315151 SUCCESS  60
010100111  229  251  228  263  224  241  269  257  9.353834 0.313332 SUCCESS  61
010101011  252  251  239  210  252  257  242  253  7.656735 0.467699 SUCCESS  62
010101111  266  256  231  237  250  248  250  257  3.619564 0.889715 SUCCESS  63
010110011  249  263  250  254  253  251  260  247  1.265398 0.995953 SUCCESS  64
010110111  270  255  233  241  258  239  241  260  4.803111 0.778398 SUCCESS  65
010111011  261  250  238  241  252  254  238  250  2.108000 0.977521 SUCCESS  66
010111111  246  262  217  280  266  237  256  245 10.903152 0.207247 SUCCESS  67
011000111  243  274  264  239  233  239  247  234  6.686651 0.570787 SUCCESS  68
011001111  261  272  245  233  225  257  252  250  6.606747 0.579593 SUCCESS  69
011010111  291  234  238  252  254  237  276  240 12.605293 0.126171 SUCCESS  70
011011111  251  244  292  231  231  246  251  257 10.712057 0.218554 SUCCESS  71
011101111  229  260  248  259  257  249  225  248  5.396048 0.714528 SUCCESS  72
011111111  223  287  245  251  264  239  219  254 14.139224 0.078208 SUCCESS  73
100000000  238  248  222  254  241  250  248  240  4.680024 0.791164 SUCCESS  74
100010000  266  270  250  257  260  215  248  250  8.417495 0.393786 SUCCESS  75
100100000  239  244  230  281  248  255  218  244 10.780840 0.214429 SUCCESS  76
100101000  259  273  223  242  237  256  269  254  8.214376 0.412815 SUCCESS  77
100110000  246  250  236  250  277  253  246  243  4.199572 0.838683 SUCCESS  78
100111000  275  248  243  240  253  243  234  269  6.012259 0.645859 SUCCESS  79
101000000  239  245  239  248  262  254  277  247  4.838020 0.774740 SUCCESS  80
101000100  265  263  266  255  254  271  233  245  5.989374 0.648422 SUCCESS  81
101001000  263  252  225  238  258  238  239  261  5.755871 0.674556 SUCCESS  82
101001100  230  267  241  234  250  225  280  227 12.737172 0.121218 SUCCESS  83
101010000  249  227  266  243  279  255  251  260  7.459434 0.487968 SUCCESS  84
101010100  231  237  237  250  273  242  241  257  5.879216 0.660759 SUCCESS  85
101011000  252  243  235  256  244  231  257  225  5.722901 0.678239 SUCCESS  86
101011100  238  240  255  249  264  266  258  265  4.187418 0.839830 SUCCESS  87
101100000  278  238  236  261  244  282  250  214 14.899079 0.061138 SUCCESS  88
101100100  254  240  247  268  249  239  243  227  4.749584 0.783975 SUCCESS  89
101101000  274  253  261  238  275  258  241  240  7.121463 0.523586 SUCCESS  90
101101100  271  259  273  252  227  258  240  211 13.523919 0.095050 SUCCESS  91
101110000  256  249  258  273  243  251  216  259  7.932000 0.440141 SUCCESS  92
101110100  266  232  246  230  247  253  243  264  5.206505 0.735294 SUCCESS  93
101111000  230  256  236  285  241  238  242  244  9.024137 0.340264 SUCCESS  94
101111100  236  227  278  248  243  276  253  260  9.713139 0.285740 SUCCESS  95
110000000  242  267  214  239  248  245  238  254  8.098271 0.423930 SUCCESS  96
110000010  256  213  246  265  236  281  256  239 12.245600 0.140578 SUCCESS  97
110000100  259  255  246  262  229  246  251  262  3.592541 0.891890 SUCCESS  98
110001000  249  241  250  241  236  219  259  213 11.448638 0.177551 SUCCESS  99
110001010  240  242  260  267  223  254  261  248  5.886844 0.659905 SUCCESS 100
110010000  238  271  257  291  269  252  234  260 12.570384 0.127511 SUCCESS 101
110010010  237  222  235  263  246  246  249  253  5.740485 0.676275 SUCCESS 102
110010100  242  254  234  274  242  264  230  246  6.568347 0.583837 SUCCESS 103
110011000  243  248  247  244  255  271  259  235  3.599782 0.891309 SUCCESS 104
110011010  231  242  251  249  253  231  245  247  3.431572 0.904435 SUCCESS 105
110100000  234  230  244  234  244  256  265  230  6.797842 0.558593 SUCCESS 106
110100010  265  262  281  244  232  267  241  233  9.721931 0.285088 SUCCESS 107
110100100  274  249  231  262  268  249  265  261  7.260453 0.508810 SUCCESS 108
110101000  275  233  236  236  294  246  230  265 16.067370 0.041426 SUCCESS 109
110101010  234  240  235  228  248  238  243  250  5.210513 0.734858 SUCCESS 110
110101100  259  238  238  278  249  238  265  230  7.955531 0.437826 SUCCESS 111
110110000  287  248  246  253  249  294  251  223 16.825026 0.031984 SUCCESS 112
110110010  255  254  268  275  256  253  237  244  5.135782 0.742970 SUCCESS 113
110110100  255  264  257  229  274  264  266  249  7.206537 0.514522 SUCCESS 114
110111000  238  249  255  254  253  237  237  258  2.467564 0.963226 SUCCESS 115
110111010  262  224  221  245  241  232  238  254  9.302505 0.317423 SUCCESS 116
110111100  248  249  262  267  261  235  243  254  3.515095 0.898015 SUCCESS 117
111000000  247  257  240  242  232  255  253  274  4.782812 0.780517 SUCCESS 118
111000010  251  260  242  269  237  236  231  238  5.771127 0.672851 SUCCESS 119
111000100  254  261  260  247  245  237  263  235  3.450836 0.902972 SUCCESS 120
111000110  239  218  255  254  241  234  243  263  7.196323 0.515607 SUCCESS 121
111001000  262  255  269  264  257  247  244  277  6.418497 0.600461 SUCCESS 122
111001010  225  284  232  241  249  252  258  255  9.432703 0.307118 SUCCESS 123
111001100  234  260  229  266  255  297  238  249 14.203095 0.076623 SUCCESS 124
111010000  245  241  244  247  223  261  252  251  4.157552 0.842636 SUCCESS 125
111010010  256  244  241  231  263  251  245  241  3.264913 0.916650 SUCCESS 126
111010100  248  252  242  234  275  217  217  270 14.603257 0.067335 SUCCESS 127
111010110  258  231  246  254  232  233  261  266  5.984331 0.648987 SUCCESS 128
111011000  275  266  269  231  256  270  235  230 11.026109 0.200224 SUCCESS 129
111011010  248  265  247  245  256  267  275  259  5.361786 0.718300 SUCCESS 130
111011100  227  232  232  271  266  244  252  262  8.512913 0.385034 SUCCESS 131
111100000  243  254  249  261  251  244  245  258  1.295653 0.995604 SUCCESS 132
111100010  244  249  253  288  229  257  261  231 10.187774 0.252093 SUCCESS 133
111100100  240  260  248  269  254  243  254  267  3.872978 0.868398 SUCCESS 134
111100110  243  239  262  268  245  277  222  254  9.070424 0.336390 SUCCESS 135
111101000  237  245  259  234  221  269  254  240  7.644711 0.468922 SUCCESS 136
111101010  259  261  245  253  274  227  242  256  5.964162 0.651246 SUCCESS 137
111101100  278  234  262  249  252  262  246  255  5.689673 0.681947 SUCCESS 138
111101110  243  240  206  244  258  228  237  255 11.833802 0.158775 SUCCESS 139
111110000  245  254  268  272  234  231  264  270  8.536186 0.382918 SUCCESS 140
111110010  251  263  241  243  252  248  238  227  4.053988 0.852220 SUCCESS 141
111110100  243  233  252  224  241  248  243  222  7.997810 0.433684 SUCCESS 142
111110110  268  272  268  254  251  239  234  242  6.582053 0.582321 SUCCESS 143
111111000  243  277  235  251  239  244  258  262  5.665236 0.684672 SUCCESS 144
111111010  255  240  251  242  247  245  256  245  1.176703 0.996867 SUCCESS 145
111111100  234  270  231  273  267  246  232  243  9.201010 0.325624 SUCCESS 146
111111110  223  287  245  251  264  239  219  254 14.139224 0.078208 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  283  253  219  241  243  276  271  254 13.749535 0.088532 SUCCESS   0
000000011  230  236  229  236  247  252  251  233  6.343895 0.608770 SUCCESS   1
000000101  269  250  230  234  250  297  244  249 13.503232 0.095668 SUCCESS   2
000000111  219  246  247  261  253  234  260  254  6.153059 0.630092 SUCCESS   3
000001001  254  244  245  254  270  233  274  272  7.626998 0.470727 SUCCESS   4
000001011  263  239  248  259  261  263  240  245  3.270861 0.916228 SUCCESS   5
000001101  245  255  238  239  262  253  259  267  3.469455 0.901547 SUCCESS   6
000001111  211  251  258  261  249  247  249  250  7.104913 0.525357 SUCCESS   7
000010001  245  237  251  242  237  259  227  268  5.630715 0.688519 SUCCESS   8
000010011  249  272  234  246  260  249  271  261  5.880509 0.660615 SUCCESS   9
000010101  275  276  241  233  252  233  244  269  9.771321 0.281444 SUCCESS  10
000010111  275  248  226  242  259  260  221  242  9.740032 0.283748 SUCCESS  11
000011001  224  235  259  257  233  267  258  256  7.069358 0.529168 SUCCESS  12
000011011  231  247  240  227  243  262  257  262  5.726263 0.677864 SUCCESS  13
000011101  290  245  232  267  233  267  242  273 14.110651 0.078927 SUCCESS  14
000011111  257  256  285  246  250  233  248  248  6.717939 0.567348 SUCCESS  15
000100011  234  242  258  230  220  271  232  277 13.143927 0.106993 SUCCESS  16
000100101  254  234  263  247  241  253  235  251  3.166392 0.923486 SUCCESS  17
000100111  244  247  255  286  270  264  263  254  8.893681 0.351344 SUCCESS  18
000101001  249  248  265  249  252  256  252  254  1.207216 0.996570 SUCCESS  19
000101011  286  258  264  253  277  241  249  244  9.988663 0.265823 SUCCESS  20
000101101  224  269  256  256  262  228  240  242  7.862182 0.447047 SUCCESS  21
000101111  241  261  236  237  264  264  241  244  4.450271 0.814388 SUCCESS  22
000110011  238  251  241  251  233  273  261  248  4.840218 0.774509 SUCCESS  23
000110101  256  255  222  235  265  246  241  259  6.091644 0.636967 SUCCESS  24
000110111  230  256  254  224  254  270  264  242  7.463055 0.487593 SUCCESS  25
000111001  241  265  253  235  265  252  238  258  4.043127 0.853212 SUCCESS  26
000111011  275  249  247  247  256  241  260  242  3.829277 0.872189 SUCCESS  27
000111101  257  250  257  267  255  250  210  267  9.521786 0.300206 SUCCESS  28
000111111  224  245  257  267  265  218  252  253  9.517648 0.300524 SUCCESS  29
001000011  253  232  219  268  254  237  253  247  7.529382 0.480735 SUCCESS  30
001000101  226  250  284  256  246  242  263  242  8.611046 0.376162 SUCCESS  31
001000111  234  236  252  230  220  261  220  264 12.289689 0.138739 SUCCESS  32
001001011  235  220  268  277  264  231  225  239 14.396905 0.071989 SUCCESS  33
001001101  251  268  250  212  266  231  262  267 11.664170 0.166828 SUCCESS  34
001001111  222  264  246  261  274  258  266  250  8.333842 0.401557 SUCCESS  35
001010011  243  221  233  250  256  260  246  245  5.604339 0.691455 SUCCESS  36
001010101  255  283  226  234  232  254  261  245 10.060808 0.260784 SUCCESS  37
001010111  262  253  237  264  256  242  251  242  2.826739 0.944755 SUCCESS  38
001011011  234  238  258  258  268  232  237  239  6.060743 0.640428 SUCCESS  39
001011101  260  270  252  268  248  263  260  232  5.902618 0.658139 SUCCESS  40
001011111  251  235  255  252  249  266  261  241  2.955386 0.937126 SUCCESS  41
001100101  245  228  260  255  222  248  274  249  8.268162 0.407723 SUCCESS  42
001100111  249  227  229  227  251  269  258  236  8.772533 0.361847 SUCCESS  43
001101011  256  254  206  240  245  258  223  253 12.052048 0.148897 SUCCESS  44
001101101  236  232  249  252  253  250  236  259  3.351152 0.910430 SUCCESS  45
001101111  256  273  258  251  250  247  254  267  3.912929 0.864893 SUCCESS  46
001110101  284  259  249  248  245  270  219  283 15.385996 0.052061 SUCCESS  47
001110111  245  250  245  251  256  252  262  225  3.556339 0.894773 SUCCESS  48
001111011  243  269  260  242  242  249  273  265  5.768929 0.673097 SUCCESS  49
001111101  243  259  292  245  261  257  256  223 11.812727 0.159757 SUCCESS  50
001111111  222  258  267  241  258  242  247  248  5.620501 0.689656 SUCCESS  51
010000011  240  269  242  265  274  241  237  281 10.502861 0.231489 SUCCESS  52
010000111  290  242  250  260  242  234  220  231 13.835515 0.086155 SUCCESS  53
010001011  215  252  251  254  231  242  248  250  6.922739 0.544991 SUCCESS  54
010001111  232  244  253  254  233  251  234  257  4.049204 0.852657 SUCCESS  55
010010011  230  272  267  219  252  222  284  244 17.019871 0.029903 SUCCESS  56
010010111  252  256  271  287  255  238  251  233  9.558764 0.297370 SUCCESS  57
010011011  252  248  253  235  244  249  273  268  4.686360 0.790512 SUCCESS  58
010011111  213  240  267  251  271  245  280  241 13.265463 0.103036 SUCCESS  59
010100011  280  244  215  258  270  259  261  237 12.398683 0.134282 SUCCESS  60
010100111  235  246  238  258  257  245  255  242  2.528978 0.960366 SUCCESS  61
010101011  258  270  232  222  228  229  261  258 11.091014 0.196595 SUCCESS  62
010101111  266  268  277  247  249  253  241  255  5.940242 0.653926 SUCCESS  63
010110011  238  231  277  267  259  252  246  244  6.869859 0.550737 SUCCESS  64
010110111  244  216  248  258  247  222  248  246  8.567604 0.380073 SUCCESS  65
010111011  266  248  239  250  243  270  249  231  4.931240 0.764899 SUCCESS  66
010111111  271  240  276  258  240  256  251  237  6.569770 0.583680 SUCCESS  67
011000111  280  280  254  253  235  264  227  212 17.456234 0.025694 SUCCESS  68
011001111  265  220  257  239  239  265  263  215 12.552154 0.128216 SUCCESS  69
011010111  249  241  234  251  251  246  252  249  1.490109 0.992871 SUCCESS  70
011011111  251  260  270  257  263  246  259  267  4.581244 0.801251 SUCCESS  71
011101111  249  242  244  243  250  259  266  243  2.217123 0.973621 SUCCESS  72
011111111  245  246  257  254  240  252  263  253  1.606602 0.990793 SUCCESS  73
100000000  283  253  219  241  243  276  271  254 13.749535 0.088532 SUCCESS  74
100010000  240  255  255  242  266  257  254  270  3.873495 0.868353 SUCCESS  75
100100000  234  251  245  257  256  215  245  260  7.099095 0.525980 SUCCESS  76
100101000  276  254  231  253  252  259  232  226  8.467014 0.389229 SUCCESS  77
100110000  241  242  242  233  258  252  233  274  5.917358 0.656489 SUCCESS  78
100111000  260  248  230  259  256  258  254  265  3.835095 0.871687 SUCCESS  79
101000000  250  245  223  263  232  266  227  219 12.373471 0.135302 SUCCESS  80
101000100  249  245  244  252  261  261  256  269  2.921640 0.939178 SUCCESS  81
101001000  252  235  255  237  263  209  280  259 13.461729 0.096920 SUCCESS  82
101001100  267  246  233  234  268  271  244  238  7.426723 0.491368 SUCCESS  83
101010000  276  234  224  268  253  268  232  248 10.728606 0.217556 SUCCESS  84
101010100  261  262  222  244  256  270  260  265  7.642772 0.469119 SUCCESS  85
101011000  238  252  264  260  236  267  249  268  5.192671 0.736799 SUCCESS  86
101011100  256  267  261  266  259  232  255  277  7.709099 0.462390 SUCCESS  87
101100000  233  247  258  256  256  249  265  279  6.215766 0.623077 SUCCESS  88
101100100  243  232  235  277  248  234  234  232  8.957293 0.345911 SUCCESS  89
101101000  253  258  242  244  249  253  259  219  5.065317 0.750573 SUCCESS  90
101101100  261  269  237  252  263  261  244  250  4.063556 0.851344 SUCCESS  91
101110000  252  284  254  274  277  245  265  262 11.909568 0.155285 SUCCESS  92
101110100  245  240  263  244  264  234  246  239  3.799022 0.874786 SUCCESS  93
101111000  243  244  278  246  236  262  248  243  5.287572 0.726444 SUCCESS  94
101111100  250  246  221  240  243  247  244  278  7.588081 0.474705 SUCCESS  95
110000000  235  249  235  238  267  264  257  274  7.056687 0.530529 SUCCESS  96
110000010  244  223  234  253  264  230  267  276 10.718780 0.218148 SUCCESS  97
110000100  257  260  245  248  221  238  246  261  5.375491 0.716792 SUCCESS  98
110001000  233  242  264  235  242  284  257  257  8.657204 0.372034 SUCCESS  99
110001010  260  243  235  274  258  227  220  238 10.697576 0.219431 SUCCESS 100
110010000  238  255  237  269  243  248  239  248  3.625511 0.889233 SUCCESS 101
110010010  240  253  266  258  243  238  248  217  7.090820 0.526866 SUCCESS 102
110010100  268  246  242  264  250  222  234  243  6.984024 0.538357 SUCCESS 103
110011000  233  260  259  254  262  248  247  258  2.927846 0.938804 SUCCESS 104
110011010  224  266  241  266  269  244  223  265 10.839669 0.210950 SUCCESS 105
110100000  241  251  240  259  256  255  258  229  3.428469 0.904670 SUCCESS 106
110100010  279  258  251  258  278  248  263  254  8.050432 0.428559 SUCCESS 107
110100100  230  244  254  241  274  225  267  247  8.404824 0.394957 SUCCESS 108
110101000  253  227  221  264  256  288  203  269 23.270279 0.003034 FAILURE 109
110101010  264  249  228  232  252  245  260  278  7.936525 0.439695 SUCCESS 110
110101100  240  236  252  257  259  241  220  241  6.165988 0.628645 SUCCESS 111
110110000  254  259  256  219  246  239  271  266  7.978158 0.435607 SUCCESS 112
110110010  262  239  248  263  264  259  246  228  5.028081 0.754571 SUCCESS 113
110110100  235  251  254  244  261  276  247  248  4.503539 0.809079 SUCCESS 114
110111000  259  266  242  255  260  231  263  267  5.570335 0.695236 SUCCESS 115
110111010  222  236  241  239  243  245  265  236  6.928945 0.544318 SUCCESS 116
110111100  258  237  270  236  240  246  245  246  4.076614 0.850146 SUCCESS 117
111000000  233  242  242  246  243  244  266  272  5.203273 0.735646 SUCCESS 118
111000010  248  264  250  257  227  247  232  241  4.927362 0.765311 SUCCESS 119
111000100  247  229  262  234  240  273  241  252  6.468016 0.594957 SUCCESS 120
111000110  249  250  230  240  247  243  243  246  2.575006 0.958141 SUCCESS 121
111001000  238  243  287  260  253  236  228  240 10.138772 0.255421 SUCCESS 122
111001010  272  255  236  262  247  242  242  263  4.781131 0.780692 SUCCESS 123
111001100  237  260  243  261  257  236  272  249  4.838537 0.774686 SUCCESS 124
111010000  258  246  261  251  234  268  223  223  9.263071 0.320592 SUCCESS 125
111010010  264  246  245  258  251  218  266  219 10.517083 0.230591 SUCCESS 126
111010100  246  228  210  253  241  269  253  243 10.787046 0.214060 SUCCESS 127
111010110  255  240  256  267  258  249  234  256  3.340808 0.911187 SUCCESS 128
111011000  250  267  258  249  241  241  232  246  3.539531 0.896100 SUCCESS 129
111011010  245  241  292  230  269  284  288  253 21.693034 0.005517 FAILURE 130
111011100  272  262  245  259  252  219  255  240  7.547095 0.478912 SUCCESS 131
111100000  239  212  253  225  234  253  267  260 11.796566 0.160514 SUCCESS 132
111100010  238  246  252  252  238  257  251  253  1.533293 0.992141 SUCCESS 133
111100100  246  251  257  247  239  231  251  248  2.321333 0.969542 SUCCESS 134
111100110  244  256  252  281  268  237  240  243  6.949374 0.542105 SUCCESS 135
111101000  272  248  254  254  244  266  253  250  3.402093 0.906654 SUCCESS 136
111101010  252  255  239  250  248  262  260  268  2.991588 0.934884 SUCCESS 137
111101100  239  279  261  261  246  247  245  235  6.120865 0.633695 SUCCESS 138
111101110  237  264  271  256  267  231  264  256  7.138788 0.521735 SUCCESS 139
111110000  237  230  248  249  243  262  262  239  4.265899 0.832372 SUCCESS 140
111110010  270  250  268  226  254  236  255  257  6.563952 0.584323 SUCCESS 141
111110100  271  234  266  256  264  253  278  224 10.986545 0.202463 SUCCESS 142
