		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
011000111  252  244  250  267  255  236  253  229  4.135572 0.844689 SUCCESS  68
011001111  225  267  238  258  263  261  266  294 14.920412 0.060712 SUCCESS  69
011010111  280  254  270  220  251  245  240  236 10.500145 0.231661 SUCCESS  70
011011111  246  260  264  279  239  254  274  264  8.541616 0.382426 SUCCESS  71
011101111  290  270  250  233  224  248  277  250 15.305446 0.053471 SUCCESS  72
011111111  290  243  245  252  243  230  239  267 10.497689 0.231816 SUCCESS  73
100000000  243  240  259  269  229  259  255  252  4.725665 0.786455 SUCCESS  74
100010000  265  271  268  251  271  240  243  238  7.143055 0.521280 SUCCESS  75
100100000  282  244  269  247  228  214  275  256 16.017721 0.042127 SUCCESS  76
100101000  248  251  225  281  262  252  242  243  7.662941 0.467068 SUCCESS  77
100110000  224  258  258  267  268  250  233  240  7.471846 0.486681 SUCCESS  78
100111000  238  264  270  254  247  253  256  249  3.359426 0.909822 SUCCESS  79
101000000  246  222  263  266  242  236  269  247  7.673673 0.465978 SUCCESS  80
101000100  266  249  263  257  239  251  244  239  3.120622 0.926561 SUCCESS  81
101001000  238  226  246  250  249  256  254  249  3.264396 0.916687 SUCCESS  82
101001100  215  215  265  249  269  236  249  232 14.711733 0.064999 SUCCESS  83
101010000  266  254  256  240  242  250  252  248  1.986982 0.981408 SUCCESS  84
101010100  255  257  256  243  270  253  234  237  4.109067 0.847151 SUCCESS  85
101011000  214  248  248  233  247  261  259  233  8.652162 0.372483 SUCCESS  86
101011100  253  249  234  252  252  254  241  247  1.569883 0.991486 SUCCESS  87
101100000  251  242  277  249  224  272  287  239 14.258562 0.075270 SUCCESS  88
101100100  275  257  255  232  256  242  253  247  4.722949 0.786736 SUCCESS  89
101101000  256  240  232  249  278  247  232  246  6.592396 0.581178 SUCCESS  90
101101100  235  255  269  240  259  259  259  267  5.148323 0.741612 SUCCESS  91
101110000  236  263  247  237  247  261  241  268  4.460097 0.813412 SUCCESS  92
101110100  266  236  233  237  242  264  278  248  8.101503 0.423618 SUCCESS  93
101111000  223  256  269  261  241  239  259  235  7.258901 0.508974 SUCCESS  94
101111100  229  258  241  244  272  257  263  278  8.727022 0.365845 SUCCESS  95
110000000  241  255  256  273  257  261  250  253  3.522723 0.897419 SUCCESS  96
110000010  245  246  279  229  270  260  272  246  9.617204 0.292927 SUCCESS  97
110000100  242  269  256  252  269  258  239  267  5.385317 0.715710 SUCCESS  98
110001000  235  263  262  262  270  246  243  256  4.899305 0.768282 SUCCESS  99
110001010  239  266  251  246  236  233  242  255  4.000848 0.857047 SUCCESS 100
110010000  278  267  254  255  227  217  267  253 12.538578 0.128743 SUCCESS 101
110010010  278  231  233  232  230  255  248  240  9.455329 0.305351 SUCCESS 102
110010100  261  240  257  291  242  249  263  250  9.047022 0.338345 SUCCESS 103
110011000  248  255  253  269  260  234  246  227  5.377560 0.716564 SUCCESS 104
110011010  272  239  257  257  267  230  244  249  5.914255 0.656836 SUCCESS 105
110100000  243  223  236  260  235  227  255  258  7.923208 0.441007 SUCCESS 106
110100010  277  252  277  242  238  230  218  252 12.815782 0.118347 SUCCESS 107
110100100  252  243  249  250  234  247  251  264  2.133600 0.976640 SUCCESS 108
110101000  244  254  234  258  215  258  258  242  7.396986 0.494468 SUCCESS 109
110101010  251  258  269  251  261  257  231  210 10.581859 0.226535 SUCCESS 110
110101100  240  241  255  236  240  271  253  222  7.177059 0.517656 SUCCESS 111
110110000  250  242  286  246  247  254  266  240  7.273382 0.507445 SUCCESS 112
110110010  231  232  243  232  279  236  243  270 10.521091 0.230338 SUCCESS 113
110110100  260  258  229  239  271  243  255  257  5.338772 0.720830 SUCCESS 114
110111000  253  259  251  240  236  247  240  267  3.246941 0.917918 SUCCESS 115
110111010  264  232  234  240  260  279  287  267 14.385527 0.072254 SUCCESS 116
110111100  255  272  257  243  239  254  241  237  4.112299 0.846852 SUCCESS 117
111000000  240  224  250  250  272  273  245  280 11.233236 0.188831 SUCCESS 118
111000010  232  258  255  271  254  264  256  263  5.265463 0.728863 SUCCESS 119
111000100  258  250  246  244  244  258  270  256  2.700937 0.951702 SUCCESS 120
111000110  245  225  262  279  222  238  227  271 14.613341 0.067114 SUCCESS 121
111001000  261  254  263  243  242  224  231  226  8.399911 0.395412 SUCCESS 122
111001010  249  222  220  266  262  276  238  214 17.374263 0.026439 SUCCESS 123
111001100  250  240  276  237  262  254  260  249  4.993301 0.758292 SUCCESS 124
111010000  238  238  228  265  238  251  248  247  4.772598 0.781582 SUCCESS 125
111010010  250  248  227  250  257  235  239  233  5.027305 0.754654 SUCCESS 126
111010100  225  266  232  233  221  246  281  267 14.894941 0.061221 SUCCESS 127
111010110  255  267  265  248  254  235  242  233  4.704073 0.788686 SUCCESS 128
111011000  264  226  259  251  259  268  231  234  7.760687 0.457189 SUCCESS 129
111011010  269  259  230  247  254  234  252  238  5.256412 0.729852 SUCCESS 130
111011100  265  260  255  256  251  252  227  243  4.010287 0.856194 SUCCESS 131
111100000  242  265  255  248  270  280  270  273 10.551216 0.228447 SUCCESS 132
111100010  246  255  269  245  227  255  276  247  6.895459 0.547953 SUCCESS 133
111100100  271  244  250  240  264  239  240  271  5.939596 0.653998 SUCCESS 134
111100110  244  251  244  234  254  228  242  237  4.385366 0.820789 SUCCESS 135
111101000  241  259  266  235  240  240  223  231  7.989147 0.434531 SUCCESS 136
111101010  229  281  252  244  230  248  272  259  9.977156 0.266633 SUCCESS 137
111101100  269  214  269  271  255  251  231  252 11.793075 0.160678 SUCCESS 138
111101110  274  236  250  251  243  240  252  248  3.846990 0.870658 SUCCESS 139
111110000  262  260  237  253  253  278  253  275  7.659192 0.467449 SUCCESS 140
111110010  249  249  227  260  266  270  260  251  5.746820 0.675568 SUCCESS 141
111110100  237  245  243  248  251  236  235  248  2.777091 0.947558 SUCCESS 142
111110110  247  237  277  263  251  245  252  264  5.391523 0.715026 SUCCESS 143
111111000  247  256  228  260  250  275  260  269  7.101422 0.525731 SUCCESS 144
111111010  264  274  256  241  225  227  260  251  8.870279 0.353357 SUCCESS 145
111111100  273  248  232  260  240  269  251  254  5.940630 0.653882 SUCCESS 146
111111110  290  243  245  252  243  230  239  267 10.497689 0.231816 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  255  249  236  245  256  271  259  257  3.536945 0.896303 SUCCESS   0
000000011  258  256  239  238  223  273  243  265  7.847960 0.448461 SUCCESS   1
000000101  252  222  249  261  252  261  248  226  6.678117 0.571726 SUCCESS   2
000000111  249  257  264  251  207  269  244  251 10.317584 0.243439 SUCCESS   3
000001001  238  252  283  240  262  284  239  257 11.620727 0.168945 SUCCESS   4
000001011  256  220  248  248  248  246  229  269  7.301956 0.504432 SUCCESS   5
000001101  230  242  231  285  246  240  224  261 12.253745 0.140236 SUCCESS   6
000001111  249  249  251  259  213  276  244  288 14.935539 0.060411 SUCCESS   7
000010001  253  270  241  263  250  272  259  249  5.075661 0.749460 SUCCESS   8
000010011  260  231  268  261  238  273  248  254  6.619935 0.578137 SUCCESS   9
000010101  258  272  227  256  283  242  299  239 19.819580 0.011041 SUCCESS  10
000010111  244  228  253  242  251  245  232  260  4.309471 0.828178 SUCCESS  11
000011001  252  267  241  269  213  237  231  248 10.908970 0.206911 SUCCESS  12
000011011  243  253  246  258  257  229  231  249  4.091612 0.848765 SUCCESS  13
000011101  239  275  271  253  221  228  238  235 11.951846 0.153365 SUCCESS  14
000011111  248  247  244  254  208  256  249  258  7.980485 0.435379 SUCCESS  15
000100011  271  242  228  237  240  245  250  256  5.453196 0.708220 SUCCESS  16
000100101  282  246  285  258  251  279  242  254 13.463152 0.096877 SUCCESS  17
000100111  263  241  252  254  246  257  242  250  1.651467 0.989898 SUCCESS  18
000101001  249  246  243  230  235  256  243  242  3.468162 0.901647 SUCCESS  19
000101011  226  273  252  252  260  258  258  223  8.564630 0.380342 SUCCESS  20
000101101  242  267  278  264  252  261  263  277  9.761107 0.282195 SUCCESS  21
000101111  269  259  245  246  249  227  228  255  6.294246 0.614309 SUCCESS  22
000110011  250  276  261  254  212  242  246  262 10.265220 0.246902 SUCCESS  23
000110101  275  247  255  256  227  245  261  253  5.707903 0.679913 SUCCESS  24
000110111  243  237  256  261  262  232  246  245  3.655119 0.886823 SUCCESS  25
000111001  228  239  232  225  246  242  262  263  8.047329 0.428861 SUCCESS  26
000111011  257  242  247  248  214  247  255  273  8.210497 0.413183 SUCCESS  27
000111101  238  255  229  263  223  253  246  270  7.994578 0.434000 SUCCESS  28
000111111  240  239  269  246  267  242  254  246  4.067434 0.850989 SUCCESS  29
001000011  255  268  236  254  232  245  258  243  4.231378 0.835668 SUCCESS  30
001000101  251  255  264  255  255  258  239  266  2.955515 0.937118 SUCCESS  31
001000111  235  248  223  247  269  238  251  248  6.105608 0.635403 SUCCESS  32
001001011  308  257  256  263  238  254  255  244 15.893083 0.043936 SUCCESS  33
001001101  247  235  262  254  245  249  271  253  3.601592 0.891164 SUCCESS  34
001001111  271  238  224  250  226  256  237  245  8.545107 0.382109 SUCCESS  35
001010011  269  249  244  241  245  247  231  247  3.649818 0.887256 SUCCESS  36
001010101  277  267  237  227  232  278  257  251 11.894182 0.155988 SUCCESS  37
001010111  235  258  236  246  270  249  258  226  6.376994 0.605081 SUCCESS  38
001011011  275  235  260  236  265  252  264  272  8.509939 0.385305 SUCCESS  39
001011101  244  237  261  263  246  282  247  248  6.408283 0.601598 SUCCESS  40
001011111  243  270  266  240  254  219  251  255  7.480121 0.485824 SUCCESS  41
001100101  235  254  251  247  233  255  253  248  2.388307 0.966736 SUCCESS  42
001100111  253  265  237  242  237  249  252  236  3.459240 0.902330 SUCCESS  43
001101011  254  230  278  253  238  244  239  258  6.511459 0.590137 SUCCESS  44
001101101  222  264  240  260  255  222  242  248  8.504509 0.385800 SUCCESS  45
001101111  249  228  259  275  260  226  243  265  8.858772 0.354350 SUCCESS  46
001110101  261  230  270  249  225  254  244  208 13.906368 0.084239 SUCCESS  47
001110111  245  237  235  256  244  266  272  267  6.291661 0.614597 SUCCESS  48
001111011  268  267  213  249  235  254  251  254  9.270699 0.319977 SUCCESS  49
001111101  241  247  258  269  244  266  239  229  5.663168 0.684903 SUCCESS  50
001111111  253  243  237  249  266  246  245  240  2.583152 0.957741 SUCCESS  51
010000011  245  234  250  259  249  233  215  257  7.961091 0.437280 SUCCESS  52
010000111  225  240  257  243  227  238  264  245  7.095992 0.526312 SUCCESS  53
010001011  250  278  256  264  304  246  251  273 18.542941 0.017505 SUCCESS  54
010001111  238  270  251  254  311  243  236  223 21.749406 0.005402 FAILURE  55
010010011  246  253  221  251  241  248  270  219  9.563160 0.297034 SUCCESS  56
010010111  284  270  255  232  243  248  239  240  9.016768 0.340883 SUCCESS  57
010011011  264  276  259  235  247  250  274  249  7.305317 0.504078 SUCCESS  58
010011111  271  244  256  261  251  248  249  247  2.688655 0.952353 SUCCESS  59
010100011  286  230  269  251  254  263  265  240 10.632283 0.223417 SUCCESS  60
010100111  245  239  265  275  257  274  248  251  6.734360 0.565546 SUCCESS  61
010101011  247  260  249  246  232  268  264  242  4.279087 0.831106 SUCCESS  62
010101111  248  249  249  243  252  248  281  236  5.048380 0.752393 SUCCESS  63
010110011  243  255  246  274  247  256  239  253  3.481220 0.900642 SUCCESS  64
010110111  261  252  272  254  236  236  247  260  4.661018 0.793116 SUCCESS  65
010111011  237  233  250  234  257  268  247  254  4.598182 0.799532 SUCCESS  66
010111111  227  243  249  237  242  271  271  247  7.044275 0.531863 SUCCESS  67
011000111  273  243  251  232  270  278  270  275 12.887410 0.115783 SUCCESS  68
011001111  251  285  221  250  231  249  273  234 13.296752 0.102039 SUCCESS  69
011010111  235  241  270  248  234  253  251  228  6.035402 0.643266 SUCCESS  70
011011111  269  249  292  256  265  234  242  292 18.511006 0.017705 SUCCESS  71
011101111  258  265  223  269  253  252  274  278 11.395370 0.180287 SUCCESS  72
011111111  239  248  228  248  253  236  255  256  3.631976 0.888709 SUCCESS  73
100000000  255  249  236  245  256  271  259  257  3.536945 0.896303 SUCCESS  74
100010000  292  233  228  258  213  253  230  293 25.767572 0.001151 FAILURE  75
100100000  228  234  229  277  244  274  248  257 10.652582 0.222172 SUCCESS  76
100101000  253  262  284  237  239  256  271  244  8.744089 0.364342 SUCCESS  77
100110000  234  265  241  259  261  268  258  259  5.107208 0.746059 SUCCESS  78
100111000  237  255  250  260  254  238  247  252  1.931257 0.983047 SUCCESS  79
101000000  229  247  241  249  223  253  237  239  6.443709 0.597658 SUCCESS  80
101000100  259  233  231  253  214  246  231  267 11.170659 0.192216 SUCCESS  81
101001000  260  253  218  270  232  258  228  249  9.950392 0.268525 SUCCESS  82
101001100  269  245  221  232  227  220  248  229 14.156420 0.077778 SUCCESS  83
101010000  265  236  266  250  223  246  239  233  7.574246 0.476123 SUCCESS  84
101010100  278  240  234  261  235  244  235  251  7.229293 0.512108 SUCCESS  85
101011000  226  267  271  271  244  265  249  249  8.321560 0.402706 SUCCESS  86
101011100  260  242  226  257  261  244  251  206 11.921204 0.154754 SUCCESS  87
101100000  246  280  253  256  262  252  258  259  5.196808 0.736349 SUCCESS  88
101100100  251  217  225  250  247  282  272  244 13.519394 0.095185 SUCCESS  89
101101000  246  244  251  241  244  235  241  272  3.968525 0.859952 SUCCESS  90
101101100  254  226  293  235  255  255  247  264 12.089026 0.147276 SUCCESS  91
101110000  251  258  254  244  234  254  222  232  6.187063 0.626287 SUCCESS  92
101110100  235  242  241  260  231  252  255  241  3.887717 0.867109 SUCCESS  93
101111000  260  236  262  252  239  244  240  271  4.725406 0.786481 SUCCESS  94
101111100  273  262  303  247  259  259  235  273 18.247766 0.019444 SUCCESS  95
110000000  260  254  262  251  247  269  255  252  2.737139 0.949756 SUCCESS  96
110000010  241  253  268  229  272  264  227  261  9.042109 0.338756 SUCCESS  97
110000100  265  241  267  276  230  268  245  257  8.566570 0.380167 SUCCESS  98
110001000  261  219  215  252  232  240  254  284 16.159168 0.040158 SUCCESS  99
110001010  251  254  242  226  249  254  227  237  5.668727 0.684283 SUCCESS 100
110010000  237  223  234  289  244  258  252  244 11.644259 0.167796 SUCCESS 101
110010010  262  248  219  259  215  248  254  249 10.072703 0.259960 SUCCESS 102
110010100  269  273  281  220  246  240  257  262 12.666578 0.123848 SUCCESS 103
110011000  246  254  221  261  255  276  270  284 13.459273 0.096994 SUCCESS 104
110011010  251  253  237  242  261  241  259  269  3.671539 0.885477 SUCCESS 105
110100000  221  261  242  249  238  239  251  246  5.408978 0.713102 SUCCESS 106
110100010  271  250  238  255  231  241  243  254  4.619257 0.797387 SUCCESS 107
110100100  265  262  207  279  253  250  242  245 13.062085 0.109731 SUCCESS 108
110101000  255  264  279  238  219  262  250  240  9.976121 0.266706 SUCCESS 109
110101010  248  233  246  280  235  234  242  242  7.516582 0.482055 SUCCESS 110
110101100  223  248  260  271  276  259  274  269 12.290077 0.138723 SUCCESS 111
